Category,Message
ham,ok anyway need change say
spam,try contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow
ham,exwife able kid want kid one day
ham,hows scotland hope show jjc tendency take care live dream
ham,tell u headache want use 1 hour sick time
ham,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den
ham,pete please ring meive hardly gotany credit
ham,ya srsly well yi tho
ham,im meeting call later
spam,ur chance win £250 wkly shop spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
spam,specially select receive 2000 pound award call 08712402050 line close cost 10ppm 16 tc apply ag promo
spam,private 2003 account statement 07753741225 show 800 unredeemed point call 08715203677 identifier code 42478 expire 241004
ham,still grand prix
ham,meet stranger choose friend long world stand friendship never end let friends forever gud nitz
ham,great
ham,gud mrng dear nice day
spam,important customer service announcement call freephone 0800 542 0825
ham,exhaust train morning much wine pie sleep well
ham,im go buy mum present ar
ham,mind blastin tsunami occur rajnikant stop swim indian oceand
ham,u send home first ok lor im ready yet
ham,speak cash yet
ham,happy come noon
ham,meet lunch la
ham,take care n get well soon
spam,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 lady info 0794674629107880867867
ham,meant say cant wait see u get bored bridgwater banter
ham,neva mind ok
ham,fine imma get drink somethin want come find
spam,22 day kick euro2004 u kept date late news result daily remove send get txt stop 83222
ham,valentine game send dis msg ur friends 5 answer r someone really love u ques colour suit bestrply
ham,many dependent
ham,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc
ham,call say himthen choose future
ham,happy valentine day know early hundred handsomes beauty wish think finish aunty uncles 1st
ham,like v shock leh co tell shuhui like tell leona also like dat almost know liao get ask abt ur reaction lor
ham,family happiness
ham,come n pick ü come immediately aft ur lesson
ham,let snow let snow kind weather bring ppl together friendship grow
ham,dear get ltgt dollar hi hi
ham,good word word may leave u dismay many time
ham,make sure alex know birthday fifteen minute far youre concerned
ham,sorry get thing may pub later
ham,nah straight bring bud drink something thats actually little useful straight cash
ham,haha good hear im officially pay market 8th
ham,many lick take get center tootsie pop
ham,yup thk r e teacher say make face look long darren ask 2 cut short
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
spam,today vodafone number end 4882 select receive £350 award number match call 09064019014 receive £350 award
ham,please dont say like hi hi hi
ham,thank u
ham,oh forward message think send
ham,get seventeen pound seven hundred ml – hope ok
spam,dear voucher holder 2 claim week offer pc go httpwwwetlpcoukexpressoffer tscs apply2 stop text txt stop 80062
ham,n funny
ham,sweetheart hope kind day one load reason smile biola
ham,ü login dat time dad fetch ü home
ham,shower baby
ham,askd u question hour answer
ham,well imma definitely need restock thanksgiving ill let know im
ham,say kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day
ham,probably gon na swing wee bit
ham,ya nice ready thursday
ham,allo brave bus take train triumph mean ‘ b ‘ ham jolly good rest week
ham,watch cartoon listen music amp eve go temple amp church u
ham,mind ask happen dont say uncomfortable
spam,private 2003 account statement show 800 unredeemed point call 08715203694 identifier code 40533 expire 311004
ham,prob send email
spam,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm
ham,thats cool sometimes slow gentle sonetimes rough hard
ham,im gon na say sorry would normal start panic time sorry see tuesday
ham,wait know wesley town bet hella drug
ham,fine miss much
ham,u get person story
ham,tell drug dealer get impatient
ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,place man
ham,doesnt make sense take unless free need know wikipediacom
spam,88800 89034 premium phone service call 08718711108
ham,sea lay rock rock envelope envelope paper paper 3 word
ham,mum repent
ham,sorry go home first daddy come fetch ü later
ham,leave de start prepare next
ham,yes baby study position kama sutra
ham,en chikku nange bakra msg kalstiyathen teacoffee
ham,carlosll minute still need buy
ham,pay ltdecimalgt lakh
ham,good evening ttyl
ham,u receive msg
ham,ho ho big belly laugh see ya tomo
spam,sm ac sun0819 post helloyou seem cool want say hi hi stop send stop 62468
spam,get ur 1st ringtone free reply msg tone gr8 top 20 tone phone every week £150 per wk 2 opt send stop 08452810071 16
ham,ditto wont worry say anything anymore like say last night whatever want ill peace
ham,ive get ltgt way could pick
ham,dont knw pa drink milk
ham,maybe say hi find got card great escape wetherspoons
ham,piggy r u awake bet ure still sleep im go 4 lunch
ham,cause im freaky lol
ham,miss call cause yell scrappy miss u cant wait u come home im lonely today
ham,hex place talk explain
ham,ü log 4 wat sdryb8i
ham,xy go 4 e lunch
spam,hi im sue 20 year old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
ham,want ask ü wait 4 finish lect co lect finish hour anyway
ham,finish work yet
ham,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni8
ham,dearme cherthalain case u r come cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engage an holiday
ham,thanks love torch bold
spam,forward 448712404000please call 08712404000 immediately urgent message wait
ham,farm open
ham,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sit n sun thanx
ham,sister law hope great month say hey abiola
ham,purchase stuff today mail po box number
ham,ah poop look like ill prob send laptop get fix cuz gpu problem
ham,good good job like entrepreneur
ham,aight close still around alexs place
ham,meet corporation st outside gap … see mind work
ham,mum ask ü buy food home
ham,ku also dont msg reply msg
ham,much r ü willing pay
ham,sorry ill call later
ham,important prevent dehydration give enough fluid
ham,thats bite weird even suppose happen good idea sure pub
ham,true deari sit pray evening felt soso smsd time
ham,dont think get away trek long family town sorry
ham,wan na gym harri
ham,quite late lar ard 12 anyway wun b drivin
spam,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomewsletter unsubscribe alert reply word
spam,4mths half price orange line rental late camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tc
ham,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sit wer tell dat plane w make student dey hurry plane bt 1 didnt move saidif make studentsthis wont even start datz confidence
ham,seem like weird time night g want come smoke day shitstorm attribute always come make everyone smoke
spam,08714712388 10am7pm cost 10p
ham,save stress person dorm account send account detail money sent
ham,also know lunch menu da know
ham,stuff sell ill tell
spam,error
ham,book lesson msg call work sth im go get specs membership px3748
spam,guarantee £1000 cash £2000 prize claim yr prize call customer service representative 08714712394 10am7pm
ham,macha dont feel upseti assume mindsetbelieve one even wonderful plan uslet life begin againcall anytime
ham,oh send address
ham,sfine anytime best
ham,wondar full flim
ham,ya even cooky jelly
ham,world run stillmaybe feel sameso itor admiti madthen correctionor let call lifeand keep run worldmay u r also runninglets run
ham,get look scrumptious daddy want eat night long
ham,co lar im ba dao ok 1 pm lor u never ask go ah say u would ask fri say u ask today
ham,alright omw get ta change order half8th
ham,exactly anyways far jide study visit
ham,dunno u ask
spam,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123
ham,didnt spring come early yay
ham,lol wont feel bad use money take steak dinner
ham,even u dont get trouble convincingjust tel twice tel neglect msg dont c read itjust dont reply
ham,leave qatar tonite search opportunityall go fastpls add ur prayer dearrakhesh
ham,one talk
ham,thanks look really appreciate
spam,hi customer loyalty offerthe new nokia6650 mobile £10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
ham,wish
ham,haha mayb ure rite u know well da feel like someone gd lor u faster go find one gal group attach liao
ham,yes glad make
ham,well little time thing good time ahead
ham,get room soon … hadnt put clock back til 8 shout everyone get realise 7 wahay another hour bed
ham,ok may free gym
ham,men like short lady gaze eye
ham,dunno jus say go lido time 930
ham,promise take good care princess run please send pic get chance ttyl
spam,u subscribe best mobile content service uk £3 per 10 day send stop 82324 helpline 08706091795
ham,reason weve speak year anyways great week best exam
ham,monday next week give full gist
spam,realize 40 year well thousand old lady run around tattoo
spam,important customer service announcement premier
ham,dont gim lip caveboy
ham,get library
ham,realy sorryi dont recognise number confuse r u please
ham,didnt holla
ham,cant think anyone spare room top head
ham,faith make thing possiblehope make thing worklove make thing beautifulmay three christmasmerry christmas
ham,u make appointment
ham,call youcarlos isare phone vibrate act might hear text
spam,romantic paris 2 night 2 flight £79 book 4 next year call 08704439680tscs apply
ham,grandma oh dear u still ill felt shit morning think hungover another night leave sit
spam,urgent ur £500 guarantee award still unclaimed call 09066368327 closingdate040902 claimcode m39m51 £150pmmorefrommobile2bremovedmobypobox734ls27yf
ham,nothing jus tot u would ask co u ba gua go mt faber yest yest jus go already mah today go jus call lor
ham,wish family merry x ma happy new year advance
spam,ur award city break could win £200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 £150perwksub
ham,im nt goin get somethin unless meetin 4 dinner lor haha wonder go ti time
ham,sorry ill call later
ham,cant pick phone right pls send message
ham,lol know theyre dramatic school already close tomorrow apparently cant drive inch snow suppose get
ham,get anywhere damn job hunt
ham,lol u drunkard hair moment yeah still 4 tonight wats plan
